src	mt	ref	tags	mt4word	score	z_score	error_words
Liibanoni parlamendis kukkus kolmandat korda läbi katse riigile presidenti valida.	The Lebanese Parliament failed for the third time the attempt to elect a President of the country.	"The Lebanese Parliament failed for the third time in the attempt to elect a President for the country .
"	OK OK OK OK OK OK OK OK BAD OK OK OK OK OK BAD OK OK OK OK	The Lebanese Parliament failed for the third time the attempt to elect a President of the country . <EOS>	74.33333333333333	0.5344340034308687	the, of
Venemaal Tjumeni oblastis Plehhanovo külas kukkus kohaliku aja järgi kell 8.05 hommikul alla sportlennuk, tabades kohalikku autoturgu.	In the village of Tjumen oblastis Plehhanovo in Russia, a athlete plane crashed at 8.05 a.m. in local time when it hit the local car market.	"In the Plekhanovo village in Tjumen Oblast , Russia , a sports plane crashed at 8.05 a.m. local time , hitting the local car market .
"	OK OK BAD BAD OK BAD BAD BAD OK OK OK BAD OK OK OK OK OK BAD OK OK BAD BAD BAD OK OK OK OK OK OK	In the village of Tjumen oblastis Plehhanovo in Russia , a athlete plane crashed at 8.05 a.m. in local time when it hit the local car market . <EOS>	39.0	-1.253208395955273	village, of, oblastis, Plehhanovo, in, athlete, in, when, it, hit
Itaalia presidendivalimiste neljandas voorus valiti riigi uueks presidendiks valitseva Demokraatliku Partei kandidaat, kohtunik Sergio Mattarella.	In the fourth round of the Italian presidential elections, the candidate for the new president of the ruling Democratic Party, Judge Sergio Meelrella, was elected.	"In the fourth round of the Italian presidential elections , Judge Sergio Mattarella , the candidate of the ruling Democratic Party , was elected as the new president of the country .
"	OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD OK OK	In the fourth round of the Italian presidential elections , the candidate for the new president of the ruling Democratic Party , Judge Sergio Meelrella , was elected . <EOS>	73.16666666666667	0.3190789192350176	the, candidate, for, the, new, president, Judge, Sergio, Meelrella, ,, was, elected
Alma ja Maria lähevad koos kinno armastusfilmi vaatama.	The Alma and Maria go together to watch a love film.	"Alma and Maria are going to cinema together to watch a romantic movie .
"	BAD OK OK OK BAD OK OK OK OK BAD BAD OK OK	The Alma and Maria go together to watch a love film . <EOS>	73.66666666666667	0.2216423164867111	The, go, love, film
pisi[[Ypres'i lahingus hukkunud Prantsuse sõdurite hauad.	Little [The graves of French soldiers who died in the battle against Ypres].	"The graves of French soldiers who died in the battle of Ypres .
"	BAD BAD OK OK OK OK OK OK OK OK OK OK BAD OK BAD OK OK	Little [ The graves of French soldiers who died in the battle against Ypres ] . <EOS>	91.0	0.8269138870710867	Little, [, against, ]
Allman sai surma mootorrattaõnnetuses 29. oktoobril 1971.	He died in a motorcycle accident on 29 October 1971.	"Allman died in a motorcycle accident on 29 October 1971 .
"	BAD OK OK OK OK OK OK OK OK OK OK OK	He died in a motorcycle accident on 29 October 1971 . <EOS>	68.66666666666667	0.3214977187671639	He
Kui mingi detail ei vastanud tema ootustele keskaegsest arhitektuurist, eemaldas Taylor selle halastamatult.	If any detail did not meet his expectations of a medieval architectural design, Taylor removed it mercilessly.	"If a detail did not meet his expectations for the medieval architecture , Taylor removed it mercilessly .
"	OK BAD OK OK OK OK OK OK BAD BAD OK BAD BAD OK OK OK OK OK OK OK	If any detail did not meet his expectations of a medieval architectural design , Taylor removed it mercilessly . <EOS>	93.0	0.9058636992514746	any, of, a, architectural, design
Eesti esindaja Euroopa Kontrollikojas Juhan Parts andis ametivande ja astus sellega ametisse.	The Estonian representative in the Court of Auditors, Mr Parts, gave the oath and took office.	"The Estonian representative in the Court of Auditors , Juhan Parts , gave an oath and took office .
"	OK OK OK OK OK OK OK OK OK BAD OK OK OK BAD OK OK OK OK OK OK	The Estonian representative in the Court of Auditors , Mr Parts , gave the oath and took office . <EOS>	88.33333333333333	0.7676176535295766	Mr, the
15. sajandi esimesel poolel ettevõetud põhjalikud ümberehitustööd johtusid suuresti teravnevate suhete tõttu ordu ja Tartu piiskopkonna vahel.	The dangers of deep reconstruction in the first half of the 15th century largely as a result of the aggravating relationship between abortion and the Tartu Bishops.	"The extensive reconstruction undetaken in the first half of the 15th century was largely a result of the increasingly tense relationship between the Order and the Tartu Diocese .
"	OK BAD BAD BAD BAD OK OK OK OK OK OK OK OK BAD BAD OK OK OK OK BAD OK OK BAD OK OK OK BAD OK OK	The dangers of deep reconstruction in the first half of the 15th century largely as a result of the aggravating relationship between abortion and the Tartu Bishops . <EOS>	15.0	-1.4749196436663037	dangers, of, deep, reconstruction, largely, as, aggravating, abortion, Bishops
"Seekord ei pimesta ta silmi ""suurlinna tuled"", ega tõmba rajalt maha maised ahvatlused."	This time the slogan 'big city lights' is not blinded, or the temptations of the Earth are being pulled down.	"This time , the slogan ' big city lights ' does not blind his eyes , nor is he pulled off the track by earthly temptations .
"	OK OK BAD OK OK OK OK OK OK BAD OK BAD OK BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK	This time the slogan ' big city lights ' is not blinded , or the temptations of the Earth are being pulled down . <EOS>	28.666666666666668	-1.485739414499457	the, is, blinded, or, the, temptations, of, the, Earth, are, being, pulled, down
Bütsantsile jäi vaid väike ala Sitsiilia kagurannikul.	Only a small area remained on the south-east coast of Sicily.	"Byzantium only retained a small area on the south-east coast of Sicily .
"	BAD BAD OK OK BAD OK OK OK OK OK OK OK OK	Only a small area remained on the south-east coast of Sicily . <EOS>	57.833333333333336	0.0060302017574676	Only, a, remained
See, et mina kedagi armastan, ei tee teda tähtsaks, vaid see teda tähtsaks minu jaoks.	The fact that I love someone does not make it important, but is important to me.	"The fact that I love someone does not make them important , but makes them important to me .
"	OK OK OK OK OK OK OK OK OK BAD OK OK OK BAD OK OK OK OK OK	The fact that I love someone does not make it important , but is important to me . <EOS>	87.66666666666667	0.7601330521062645	it, is
Näiteks Hispaania armee välikomandör Conti prints ei saanud midagi arutada kõigi Hispaania vägede ülemkomandöri markii de La Minaga.	For example, the Prince of the Spanish Army Commander Cont could not discuss anything with the Chief Commander Markii de La Minga of all Spanish troops.	"For example , the Prince of Cont , the Spanish Army Field Commander , could not discuss anything with Marquis de La Mina , the Chief Commander of all Spanish forces .
"	OK OK OK OK OK OK BAD OK OK BAD BAD OK OK OK OK OK BAD BAD BAD BAD BAD BAD BAD OK OK OK BAD OK OK	For example , the Prince of the Spanish Army Commander Cont could not discuss anything with the Chief Commander Markii de La Minga of all Spanish troops . <EOS>	58.833333333333336	0.0162163684664255	the, Commander, Cont, the, Chief, Commander, Markii, de, La, Minga, troops
Rumeenias astus tagasi alles 10. novembril välisministriks nimetatud Teodor Meleșcanu.	In Romania, the Foreign Minister, Mr Teodor Meletoricanu, was only appointed Foreign Minister on 10 November.	"In Romania , the Foreign Minister , Teodor Meletoricanu , who had been only appointed on 10 November , resigned .
"	OK OK OK OK OK OK OK BAD OK OK OK BAD BAD BAD BAD BAD OK OK OK BAD OK	In Romania , the Foreign Minister , Mr Teodor Meletoricanu , was only appointed Foreign Minister on 10 November . <EOS>	10.666666666666666	-1.2082561264843077	Mr, was, only, appointed, Foreign, Minister, .
Lisaks vabastati ametist veel mitu ministrit ja keskpanga president.	In addition, a number of ministers and president of the Central Bank were released.	"In addition , a number of ministers and the president of the Central Bank were dismissed .
"	OK OK OK OK OK OK OK OK BAD OK OK OK OK OK BAD OK OK	In addition , a number of ministers and president of the Central Bank were released . <EOS>	82.0	0.5479188223579113	president, released
Vabariiklased ise olid sisemiselt lõhestatud ja jagunesid 1912. aastal kolme tiiva vahel.	The Reporters themselves were divided internally and divided between the three sides in 1912.	"The Republicans themselves were internally divided and split into three factions in 1912 .
"	OK BAD OK OK BAD OK BAD BAD BAD BAD OK BAD OK OK OK OK	The Reporters themselves were divided internally and divided between the three sides in 1912 . <EOS>	39.66666666666666	-0.6134519366211975	Reporters, divided, and, divided, between, the, sides
Millegi vanemaks saamine on puhtaprioorne, see järeldub lihtsalt ajas olemisest.	Getting someone older is a priest, it is simply a consequence of being in time.	"Something getting older is given a priori , it is simply a consequence of being in time .
"	BAD BAD OK OK BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK	Getting someone older is a priest , it is simply a consequence of being in time . <EOS>	29.666666666666668	-1.2386322066948907	Getting, someone, a, priest
5. kompaniid lasi ta veelgi tahapoole kaarutada ja seadis raskerelvade rühmad talle jätkuks.	5. the companies had it further reopened the debate and set HGVs to continue.	"He ordered the 5th company to warp further back and positioned the heavy weaponry units as its continuation .
"	BAD OK BAD BAD BAD OK BAD OK BAD BAD BAD BAD BAD BAD OK OK	5. the companies had it further reopened the debate and set HGVs to continue . <EOS>	32.0	-1.3520277180107223	5., companies, had, it, reopened, debate, and, set, HGVs, to, continue
Siin on aga algpõhjuse mõistet valesti aru saadud.	However, the concept of the original cause has been misunderstood here.	"However , the concept of the original cause has been misunderstood here .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK	However , the concept of the original cause has been misunderstood here . <EOS>	92.0	0.8412135736628734	
Tallinnas Estonia kontserdisaalis tähistati piduliku kontsertaktusega 25 aasta möödumist Eesti Kongressi asutamisest.	In Tallinn, the Estonia conglomerates were celebrating the 25th anniversary of the launch of the Congress of Estonia.	"In the Estonia Concert Hall , Tallinn , the 25th anniversary of the founding of the Congress of Estonia was celebrated with a festive concert and ceremony .
"	OK BAD BAD BAD BAD BAD BAD BAD OK OK OK OK OK BAD OK OK OK OK OK BAD OK	In Tallinn , the Estonia conglomerates were celebrating the 25th anniversary of the launch of the Congress of Estonia . <EOS>	79.66666666666667	0.3819021335063339	Tallinn, ,, the, Estonia, conglomerates, were, celebrating, launch, .
Võimud kahtlustasid toimunus naiste hariduse vastu võitlevaid islamiste.	The authorities suspected Islamists fighting against the education of women.	"The authorities suspected the incident was caused by Islamists fighting against the education of women .
"	OK OK OK BAD OK OK OK OK OK OK OK OK	The authorities suspected Islamists fighting against the education of women . <EOS>	91.0	0.8926209115689767	Islamists
Asi pole lihtsalt selles, et nii mõeldakse iseendast, mitte maailmast ja teistest inimestest; seda ongi näiteks enesekriitika puhul tarvis.	It is not just that this is meant by itself, not by the world and other people; this is what is needed, for example, in self-criticism.	"It is not just that this is how we think of ourselves , and not the world and other people ; this is needed , for example , in the case of self-criticism .
"	OK OK OK OK OK OK OK BAD BAD BAD OK BAD BAD OK OK OK OK OK OK OK BAD BAD OK OK OK OK OK OK OK BAD OK OK	It is not just that this is meant by itself , not by the world and other people ; this is what is needed , for example , in self-criticism . <EOS>	87.66666666666667	0.7214738814943112	meant, by, itself, not, by, is, what, self-criticism
Kanada prantsuskeelses Québeci provintsis toimusid parlamendivalimised.	The French province of Québec in Canada held parliamentary elections.	"Parliamentary elections were held in the French-speaking province of Quebec , Canada .
"	BAD BAD OK OK BAD BAD OK BAD BAD BAD OK OK	The French province of Québec in Canada held parliamentary elections . <EOS>	91.0	0.8397939717619285	The, French, Québec, in, held, parliamentary, elections
Haigete transpordi ja meditsiinilise julgestuse eest tasub selle tellija.	It is the buyer who pays for the transport of patients and its medical security.	"It is the contracting party who pays for the transport of patients and medical security .
"	OK OK OK BAD OK OK OK OK OK OK OK OK BAD OK OK OK OK	It is the buyer who pays for the transport of patients and its medical security . <EOS>	80.16666666666667	0.6028330594361692	buyer, its
See on küll natuke rohkem kui varem öeldut, aga siit ei tulene ikkagi soovitavat tulemust seoses moraaliga.	That is a little more than what has been said, but it is still not because of the desired result in terms of morality.	"That is a little more than what has been said , but it still does not lead to the desired result in terms of morality .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD OK BAD BAD OK OK OK OK OK OK OK OK OK	That is a little more than what has been said , but it is still not because of the desired result in terms of morality . <EOS>	87.33333333333333	0.6077867723623994	is, still, because, of
See toimus vahetult pärast seda, kui Wellingtoni alluvuses olev Saksa ratsavägi oli lahinguga ühinenud.	This took place immediately after the German army in Wellington had joined the battle.	"This took place immediately after the German cavalry under Wellington had joined the battle .
"	OK OK OK OK OK OK OK BAD BAD OK OK OK OK OK OK OK	This took place immediately after the German army in Wellington had joined the battle . <EOS>	60.333333333333336	-0.4205480784351003	army, in
Need ideed tuleb nüüd vabastada nõudest, et need annaksid igale inimesele põhjendi pigem elada eetilist elu.	These ideas must now be freed from the requirement that they give every human being more reason to live an ethical life.	"These ideas must now be freed from the requirement that they give every human being a reason to prefer to live an ethical life .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD OK BAD OK OK OK OK OK OK	These ideas must now be freed from the requirement that they give every human being more reason to live an ethical life . <EOS>	95.66666666666669	1.1199020647979507	more, to
Samas piirati ka Liivimaa rüütelkonna tegevusvabadust.	At the same time, freedom of action was also restricted in the Libyan knife.	"At the same time , freedom of action was also restricted for the Livonian Knoghthood .
"	OK OK OK OK OK OK OK OK OK OK OK BAD OK BAD BAD OK OK	At the same time , freedom of action was also restricted in the Libyan knife . <EOS>	72.66666666666667	0.0777704539040612	in, Libyan, knife
Maavärina epitsenter asus 58 kilomeetri kaugusel Kalamáta linnast.	The epicentre of the earthquake was 58 kilometres from the town of Kalamáta.	"The epicentre of the earthquake was 58 kilometres from the town of Kalamáta .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	The epicentre of the earthquake was 58 kilometres from the town of Kalamáta . <EOS>	94.0	1.0651228035230365	
Praktikas enim kõneainet tekitab käsunduslepingu eristamine töölepingust.	The distinctions from the contract of bail-in are the most widely discussed topic in practice.	"The distinction of an authorisation contract from an employment contract is the most widely discussed topic in practice .
"	OK BAD BAD BAD OK BAD BAD BAD OK OK OK OK OK OK OK OK OK	The distinctions from the contract of bail-in are the most widely discussed topic in practice . <EOS>	25.33333333333333	-1.176296633669487	distinctions, from, the, of, bail-in, are
Eesti Seeniorispordi ja Spordiveteranide Liit kuulutas esimest korda välja aasta seeniorsportlase.	For the first time, the Estonian Senior Sport and Sports Association announced the year of Senior athletes.	"For the first time , the Estonian Senior Sports and Sports Veteran Association announced the senior athlete of the year .
"	OK OK OK OK OK OK OK OK BAD OK OK BAD OK OK BAD OK BAD BAD OK OK	For the first time , the Estonian Senior Sport and Sports Association announced the year of Senior athletes . <EOS>	58.66666666666666	-0.2999441092347941	Sport, Association, year, Senior, athletes
Eestit esindanud Viktor Romanenkov saavutas oma senise karjääri parima tulemuse ja sai 23. koha.	Viktor Romanenkov, representing Estonia, has achieved the best result of his career so far and has 23 seats.	"Viktor Romanenkov , representing Estonia , has achieved the best result of his career so far and came 23rd .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD OK OK	Viktor Romanenkov , representing Estonia , has achieved the best result of his career so far and has 23 seats . <EOS>	69.66666666666667	-0.0460063358780621	has, 23, seats
Rahvasteliit saatis piirkonda eri riikide esindajatest koosneva komisjoni.	The Alliance for Peace sent a Commission composed of representatives from different countries to the region.	"The League of Nations sent a commission composed of representatives from different countries to the region .
"	OK BAD BAD BAD OK OK BAD OK OK OK OK OK OK OK OK OK OK OK	The Alliance for Peace sent a Commission composed of representatives from different countries to the region . <EOS>	81.0	0.4314846890107719	Alliance, for, Peace, Commission
Vasa suur kogu, üle 900 kuupmeetri tammepuitu, tekitas enneolematu konserveerimisprobleemi.	The opposite, over 900 cubic metres of dam timber, created an unprecedented canning problem.	"Vasa 's large body , over 900 cubic metres of oak timber , created an unprecedented conservation problem .
"	BAD BAD OK OK OK OK OK OK BAD OK OK OK OK OK BAD OK OK OK	The opposite , over 900 cubic metres of dam timber , created an unprecedented canning problem . <EOS>	34.333333333333336	-0.5355103672409658	The, opposite, dam, canning
Itaalia meresõitjad avastasid need 1364. aastal ja kuni 1971. aastani kuulusid need eraomanikele.	Italian seafarers discovered them in 1364 and until 1971 they were owned by private owners.	"Italian seafarers discovered them in 1364 and until 1971 they were owned by private owners .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Italian seafarers discovered them in 1364 and until 1971 they were owned by private owners . <EOS>	92.0	0.8680085139585856	
Normaalteadus kui peamurdmisülesannete lahendamine	Normal science as the main fraction tasks	"Normal science as the solving of puzzles .
"	OK OK OK OK BAD BAD BAD OK	Normal science as the main fraction tasks <EOS>	80.66666666666667	0.5188612692310399	main, fraction, tasks
===2006=== 19. veebruaril 2006 avaldas ta kaastunnet Filipiinide maalihkes hukkunute omastele.	= = 2006 = = = = = 19 February 2006, he expressed his condolences to the owners of the dead in the Philippines landmass.	"= = = 2006 = = = 19 February 2006 , he expressed his condolences to the relatives of those who died in the Philippine landslide .
"	OK OK BAD OK BAD OK OK OK OK OK OK OK OK OK OK OK OK OK BAD OK BAD BAD OK OK BAD BAD OK OK	= = 2006 = = = = = 19 February 2006 , he expressed his condolences to the owners of the dead in the Philippines landmass . <EOS>	34.0	-1.3979800744656046	2006, =, owners, the, dead, Philippines, landmass
Hispaania pealinnas Madridis algas kohtuprotsess märtsis 2004 rongides pommiplahvatuste korraldamises kahtlustatava 29 isiku üle.	In the Spanish capital, Madrid, a trial began in March 2004 against 29 suspected of carrying out bombings on trains.	"In the Spanish capital , Madrid , a trial began in March 2004 against 29 persons suspected of carrying out bombings on trains .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK OK OK OK OK	In the Spanish capital , Madrid , a trial began in March 2004 against 29 suspected of carrying out bombings on trains . <EOS>	94.0	0.93498391595195	suspected
Serbia koosseisu kuuluva Kosovo pealinnas Prištinas toimusid albaanlaste meeleavaldused, millega nõuti ÜROlt piirkonnale täielikku iseseisvust.	In Priština, the capital city of Kosovo, which is part of Serbia, there were demonstrations by the Albanians calling for full independence from the United Nations for the region.	"In Pristina , the capital city of Kosovo , which is part of Serbia , there were Albanian demonstrations calling on the United Nations to ensure full independence for the region .
"	OK BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD OK BAD BAD BAD OK OK BAD BAD BAD BAD OK OK OK OK OK	In Priština , the capital city of Kosovo , which is part of Serbia , there were demonstrations by the Albanians calling for full independence from the United Nations for the region . <EOS>	48.66666666666666	-0.2928201955474241	Priština, demonstrations, by, Albanians, calling, for, from, the, United, Nations
Donetski oblasti miilitsa juhatuse hoone ründamisel mässuliste poolt hukkus üks militsionäär, mitu miilitsat sai haavata, kaks neist raskelt.	At the time of the attack on the management building of the Donetski oblic police by the rebels, one militia was killed, two of them seriously injured, several militia.	"One police officer was killed and several officers were wounded , including two with serious wounds , when the rebels attached the building of the police headquarters of Donetsk Oblast .
"	BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK BAD BAD BAD BAD BAD BAD OK BAD BAD BAD BAD BAD BAD OK OK	At the time of the attack on the management building of the Donetski oblic police by the rebels , one militia was killed , two of them seriously injured , several militia . <EOS>	24.666666666666668	-0.9520409021932515	At, the, time, of, the, attack, on, the, management, building, of, the, Donetski, oblic, police, by, the, rebels, one, militia, was, killed, ,, two, them, seriously, injured, ,, several, militia
Ta lisab seda kartusest, et keegi võib teadusi määratleda kategooriate erinevuse järgi.	It adds this to the fear that one can define science according to different categories.	"He adds this out of fear that one can define science according to the difference of categories .
"	BAD OK OK BAD BAD OK OK OK OK OK OK OK OK BAD OK OK OK	It adds this to the fear that one can define science according to different categories . <EOS>	44.333333333333336	-0.2155485891109263	It, to, the, different
Teadaolevalt esimene Sambiasse jõudnud Briti päritolu inimene oli David Livingstone.	As we know, the first British man of British origin to Zambia was David Livingstone.	"As far as we know , the first person of British origin to reach Zambia was David Livingstone .
"	BAD OK OK OK OK OK BAD BAD OK OK OK OK BAD OK OK OK OK OK	As we know , the first British man of British origin to Zambia was David Livingstone . <EOS>	76.0	0.431898975821652	As, British, man, Zambia
Punase Risti esindaja sõnul võib saadetise sihtpunkti jõudmine võtta kaua aega.	According to the Red Cross, it may take a long time to reach the destination of the consignment.	"According to a Red Cross representative , it may take a long time for the consignment to reach the destination .
"	OK OK BAD OK OK BAD OK OK OK OK OK OK BAD BAD BAD BAD BAD OK BAD OK OK	According to the Red Cross , it may take a long time to reach the destination of the consignment . <EOS>	88.66666666666667	0.7509948200061832	the, ,, to, reach, the, destination, of, consignment
Musk oli Justine Wilsoniga 2000. aasta jaanuaris abiellunud, sama aasta septembris sõitsid nad Austraaliasse Sydneysse mesinädalatele.	The Roma had married with Justine Wilson in January 2000, while in September 2000 they were travelling to Australia to Sydney for beekeepers' weeks.	"Musk had married to Justine Wilson in January 2000 , while in September of the same year they travelled to Sydney , Australia , for honeymoon .
"	BAD BAD OK OK BAD OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD OK OK BAD BAD BAD BAD OK OK	The Roma had married with Justine Wilson in January 2000 , while in September 2000 they were travelling to Australia to Sydney for beekeepers ' weeks . <EOS>	37.0	-0.6856679591282558	The, Roma, with, 2000, they, were, travelling, to, Australia, for, beekeepers, ', weeks
Nimekirjas on näha igale asulale lähim kiirabibrigaad.	The list shows the closest immediate emergency brigades to each of them.	"The list shows the closest emergency medical care team to each settlement .
"	OK OK OK OK OK BAD BAD BAD OK OK BAD BAD OK OK	The list shows the closest immediate emergency brigades to each of them . <EOS>	92.0	0.8533965678800458	immediate, emergency, brigades, of, them
Poliitiliseks survegrupiks on ka lõdvalt organiseeritud tutsi vabatahtlikud võitlejad.	The political pressure group is also the voluntary fighters of the loosely organised Tutsis.	"The loosely organized Tutsi volunteers are also a political pressure group .
"	OK BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK	The political pressure group is also the voluntary fighters of the loosely organised Tutsis . <EOS>	89.66666666666667	0.8309639288724052	political, pressure, group, is, also, the, voluntary, fighters, of, the, loosely, organised, Tutsis
Teiste seas esitasid protesti Hollandi Maleföderatsioon ja eksmaailmameister Max Euwe.	The Dutch Malefder and the exorbitant world champion Max Euwe, among others, protested.	"A protest was filed , among others , by the Dutch Chess Federation and the former world champion , Max Euwe .
"	BAD OK BAD OK OK BAD OK OK BAD BAD OK BAD BAD BAD BAD OK OK	The Dutch Malefder and the exorbitant world champion Max Euwe , among others , protested . <EOS>	83.0	0.263239152394475	The, Malefder, exorbitant, Max, Euwe, among, others, ,, protested
Seisuga jaanuar 2018 hinnati tema vara väärtuseks 22,5 miljardit USA dollarit, millega ta oli Ameerika Ühendriikides jõukuselt 39. inimene.	By January 2018, his assets were valued as worth USD 22.5 billion, with which he was 39th of the prosperity of the United States.	"By January 2018 , his assets were valued as worth USD 22.5 billion , making him the 39th wealthiest person in the United States .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK BAD BAD BAD BAD OK OK OK OK OK	By January 2018 , his assets were valued as worth USD 22.5 billion , with which he was 39th of the prosperity of the United States . <EOS>	59.16666666666666	0.0260988419826959	with, which, he, was, of, the, prosperity, of
Paavst saatis 13. oktoobril 1979, 21. septembril 1985 ja 8. septembril 2003 läkitused klaretaanide üldkapiitlil osalejatele.	The Pope sent letters of formal notice on 13 October 1979, 21 September 1985 and 8 September 2003 to participants in the general body of declarations.	"On 13 October 1979 , 21 September 1985 and 8 September 2003 the Pope send messages to the participants in the General Chapter of the Claretians .
"	BAD BAD BAD BAD BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK BAD BAD OK OK BAD BAD OK BAD OK OK	The Pope sent letters of formal notice on 13 October 1979 , 21 September 1985 and 8 September 2003 to participants in the general body of declarations . <EOS>	76.0	0.3380828772150344	The, Pope, sent, letters, of, formal, notice, on, to, participants, general, body, declarations
Kui seda ei saa mõista puhta vabaduse kogemisena, mis see siis on ja kas seda üldse ongi?	If this cannot be understood as an experience of clean freedom, what is it and is it?	"If this cannot be understood as an experience of pure freedom , what is it and does it exist at all ?
"	OK OK OK OK OK OK OK OK OK BAD OK OK OK OK OK OK BAD OK BAD OK	If this cannot be understood as an experience of clean freedom , what is it and is it ? <EOS>	78.33333333333333	0.3546424404953563	clean, is, ?
Mare ahastab oma käsikirja üle, mille tema katkine arvuti hävitas.	She is harassing her manual, which was destroyed by her test computer.	"Mare despairs about her manuscript , which was destroyed by her broken computer .
"	BAD BAD BAD OK BAD OK OK OK OK OK OK BAD OK OK OK	She is harassing her manual , which was destroyed by her test computer . <EOS>	33.0	-1.3099130523777485	She, is, harassing, manual, test
Sel juhul taandub hedonistlik ideaal asjade seisule, milles igaüks naudib.	In this case, a hedonist ideal comes down to the state of affairs in which everyone enjoys.	"In this case , a hedonist ideal comes down to the state of affairs in which everyone enjoys .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	In this case , a hedonist ideal comes down to the state of affairs in which everyone enjoys . <EOS>	87.33333333333333	1.0119117282970869	
Juba 30 minutit pärast kaardiväeüksuste saabumist taganesid preislased avatud väljale.	Already 30 minutes after the arrival of the card troops, the priests returned to the open field.	"Only 30 minutes after the arrival of the guard troops , the Prussians retreated to the open field .
"	BAD OK OK OK OK OK OK OK BAD OK OK OK BAD BAD OK OK OK OK OK OK	Already 30 minutes after the arrival of the card troops , the priests returned to the open field . <EOS>	39.333333333333336	-1.0380634460537022	Already, card, priests, returned
Suurendati masinaehitustehase võimsust ja õmblusmasinate tootmist, mida nüüd suudeti toota täies ulatuses kodumaistest detailidest.	The capacity of the machinery construction plant and the production of leasing machines, which have now been able to be fully produced from domestic particulars, have been increased.	"The capacity of the machinery construction plant and the production of leasing machines , which have now been able to be fully produced from domestic parts , have been increased .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK OK OK	The capacity of the machinery construction plant and the production of leasing machines , which have now been able to be fully produced from domestic particulars , have been increased . <EOS>	83.66666666666667	0.9398150857095728	particulars
Kui keegi seda teeb, siis ta on programmist välja astunud.	If someone does so, they have moved out of the programme.	"If someone does so , they have stepped out of the programme .
"	OK OK OK OK OK OK OK BAD OK OK OK OK OK OK	If someone does so , they have moved out of the programme . <EOS>	91.33333333333331	0.7820624650976388	moved
Mittekonsekventsialistil ei pruugi olla üldist viisi asjade seisude võrdlemiseks moraalsest vaatekohast.	Non-sectarian sentiment may not have a general way of comparing the state of affairs from a moral point of view.	"A non-consequentionalist may not have a general way of comparing the states of affairs from a moral point of view .
"	BAD BAD OK OK OK OK OK OK OK OK OK BAD OK OK OK OK OK OK OK OK OK OK	Non-sectarian sentiment may not have a general way of comparing the state of affairs from a moral point of view . <EOS>	42.0	-0.8138609289042714	Non-sectarian, sentiment, state
Siis on aga tarvis põhjendust, miks me peaksime järgima tema tõelist huvi.	Then, however, there needs to be an argument as to why we should follow his true interest.	"Then , however , there needs to be an argument as to why we should follow his true interest .
"	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	Then , however , there needs to be an argument as to why we should follow his true interest . <EOS>	92.33333333333331	0.9745062383099428	
Kultuurilised inimesed kahtlemata peavad mingeid väärtusi väärtusteks ja püüavad luua hüvesid, millega neid väärtusi seotakse.	Cultural people undoubtedly consider values to be values and seek to create the benefits to which these values are associated.	"Cultured people undoubtedly consider certain values to be values and seek to create goods with which these values are associated .
"	BAD OK OK OK BAD OK OK OK OK OK OK OK BAD BAD BAD OK OK OK OK OK OK OK	Cultural people undoubtedly consider values to be values and seek to create the benefits to which these values are associated . <EOS>	75.33333333333333	0.3093633351958368	Cultural, values, the, benefits, to
